ENSG00000233360	gene	3010.53889648647	0.0488917116158921	0.394142413641961	Z83844.2
ENSG00000271672	gene	1531.95604878434	0.000378400611514618	0.0330469867389433	DUXAP8
ENSG00000100234	gene	1070.82809655237	0.00307985111509601	0.100865124019394	TIMP3
ENSG00000100167	gene	761.093890161676	0.0196036418913279	0.261160381806504	SEPTIN3
ENSG00000100065	gene	532.833135757831	8.32403420427674e-05	0.0145393130768034	CARD10
ENSG00000100314	gene	421.788816317792	0.0418600970686033	0.361560838416727	CABP7
ENSG00000100302	gene	231.321757075333	3.23380454836375e-05	0.0101670815000556	RASD2
ENSG00000272872	gene	195.585781004657	0.025365667465679	0.292701880580507	AP000525.1
ENSG00000128283	gene	182.531696256679	0.000152840091019901	0.0200220519236071	CDC42EP1
ENSG00000099957	gene	180.801291346029	0.000945947127312441	0.0531081744333985	P2RX6
ENSG00000100320	gene	162.149778996857	0.000234790273907159	0.0263635936130039	RBFOX2
ENSG00000100228	gene	139.410498709961	0.000129942744629186	0.019376501361904	RAB36
ENSG00000279954	gene	119.872953315786	0.0318472345204193	0.333280454208009	BX324167.2
ENSG00000130540	gene	119.859917446235	0.000559569354438905	0.0399837738717254	SULT4A1
ENSG00000251322	gene	119.041383052173	0.0121553833291921	0.201139606247263	SHANK3
ENSG00000271127	gene	113.517971031292	0.000135586205458615	0.019376501361904	AP000526.1
ENSG00000077942	gene	91.0222180233774	0.00149220341692924	0.0676395605870075	FBLN1
ENSG00000286614	gene	75.7403185160282	0.00110794553957327	0.0568278079064502	AL589182.3
ENSG00000099998	gene	72.4663478543478	0.034605518976246	0.342066071780739	GGT5
ENSG00000206195	gene	70.2513167320027	0.020319838505918	0.268426774212631	DUXAP8
