ENSG00000197238	gene	0.000173421076876832	0.0411142036336629	0.361560838416727	H4C11
ENSG00000100385	gene	0.000277472491406096	0.0225499774366635	0.275847994232659	IL2RB
ENSG00000211676	gene	0.000278476678859386	0.00352715377624491	0.104616712004849	IGLJ2
ENSG00000171858	gene	0.000303039010004265	0.0395819254626756	0.361560838416727	RPS21
ENSG00000211677	gene	0.000463420157450846	5.95961088944996e-06	0.00468425415910767	IGLC2
ENSG00000238120	gene	0.000502265916304268	0.0330971444285852	0.333280454208009	LINC01589
ENSG00000224861	gene	0.000571620580643835	0.0412410406320152	0.361560838416727	YBX1P1
ENSG00000187653	gene	0.000621170837387184	0.0401213040341832	0.361560838416727	TMSB4XP8
ENSG00000147604	gene	0.000646035409089987	0.024262889828381	0.292240304443578	RPL7
ENSG00000237015	gene	0.000679039519258157	0.00812785567361884	0.161690997924418	AL031186.1
ENSG00000239713	gene	0.000682738647834817	0.00807365348648725	0.161690997924418	APOBEC3G
ENSG00000211679	gene	0.000905324793239119	0.000196109432805125	0.0237141560284351	IGLC3
ENSG00000067560	gene	0.00115345411870487	0.0321067873208004	0.333280454208009	RHOA
ENSG00000212102	gene	0.00192703574891365	0.0428264788960563	0.365887091438046	MIR301B
ENSG00000243811	gene	0.00252052111797238	0.0308220800062102	0.333280454208009	APOBEC3D
ENSG00000100365	gene	0.00267465699809805	2.22087518082503e-05	0.0101670815000556	NCF4
ENSG00000204525	gene	0.00326196405414579	0.0132779548122817	0.204982068330127	HLA-C
ENSG00000198668	gene	0.00344276137924523	0.0404495089175565	0.361560838416727	CALM1
ENSG00000133454	gene	0.00474844779518855	0.000500330277678929	0.0393259598255638	MYO18B
ENSG00000100368	gene	0.00487491681998586	3.20262230721902e-05	0.0101670815000556	CSF2RB
